CustomerID,CustomerName,Product,CreditTier,FICO,LoanBalance,CurrentRate,LoanTermMonths,MonthsRemaining,OriginationDate,LastPaymentDate,MissedPayments,State,RelationshipMgr
CUST-00371,David Green,Indirect Auto,Tier 4 - Sub Prime,624,33300.12,11.44,72,14,2025-03-30,2026-05-20,0,IA,James Okafor
CUST-00372,Luca Chen,Direct Auto,Tier 4 - Poor,579,61742.95,10.87,48,43,2022-11-18,2026-05-25,1,OH,Linda Cho
CUST-00373,Wei Lopez,Indirect Auto,Tier 4 - Sub Prime,636,45441.46,11.0,60,18,2024-12-02,2026-05-29,2,MN,James Okafor
CUST-00374,Aisha Lopez,Business Banking,Prime Business,730,440605.25,9.47,60,53,2021-12-24,2026-05-29,0,OR,Anita Patel
CUST-00375,Robert Chen,Indirect Auto,Tier 4 - Sub Prime,649,32285.54,11.29,72,3,2026-02-17,2026-05-15,0,NJ,Linda Cho
CUST-00376,Ivan Mitchell,Direct Auto,Tier 3 - Fair,678,46651.51,8.16,72,64,2021-02-02,2026-05-21,2,CT,Sarah Mitchell
CUST-00377,Priya Baker,Indirect Auto,Tier 1 - Super Prime,796,11976.1,5.51,36,27,2024-03-05,2026-05-10,0,VA,Sarah Mitchell
CUST-00378,Susan Perez,Indirect Auto,Tier 3 - Near Prime,684,19895.46,8.48,36,28,2024-01-16,2026-05-21,0,NJ,Anita Patel
CUST-00379,Charles Hernandez,Indirect Auto,Tier 3 - Near Prime,687,15967.07,8.44,48,34,2023-08-08,2026-05-08,0,GA,Marcus Webb
CUST-00380,James Williams,Indirect Auto,Tier 2 - Prime,732,14359.73,6.05,36,10,2025-07-14,2026-05-01,0,OK,James Okafor
CUST-00381,Wei Moore,Direct Auto,Tier 2 - Good,711,34540.42,6.1,60,34,2023-07-22,2026-05-02,0,LA,Sarah Mitchell
CUST-00382,Susan Mitchell,Indirect Auto,Tier 5 - Deep Sub,577,36544.13,14.29,72,64,2021-02-25,2026-05-15,0,NY,Sarah Mitchell
CUST-00383,Charles Taylor,Business Banking,Standard Business,660,1393960.57,11.09,60,49,2022-05-04,2026-05-28,0,MO,Anita Patel
CUST-00384,Mohammed Scott,Indirect Auto,Tier 3 - Near Prime,687,33280.72,8.85,60,26,2024-03-29,2026-05-25,0,OK,James Okafor
CUST-00385,Sarah Nelson,Direct Auto,Tier 1 - Excellent,780,15793.35,4.98,48,39,2023-02-20,2026-05-28,0,OK,James Okafor
CUST-00386,Luca Sharma,Indirect Auto,Tier 4 - Sub Prime,624,53002.25,10.89,48,33,2023-09-09,2026-05-18,0,KY,James Okafor
CUST-00387,Charles Perez,Direct Auto,Tier 3 - Fair,678,38728.31,8.67,36,28,2024-02-06,2026-05-30,0,OR,Linda Cho
CUST-00388,Maria Baker,Business Banking,Prime Business,770,702580.25,9.58,84,52,2022-01-23,2026-05-06,0,NY,Anita Patel
CUST-00389,Fatima Garcia,Indirect Auto,Tier 4 - Sub Prime,639,63762.39,11.25,60,25,2024-04-25,2026-05-16,0,WA,Sarah Mitchell
CUST-00390,Wei Jones,Direct Auto,Tier 1 - Excellent,787,42902.73,5.01,48,13,2025-04-07,2026-05-21,0,FL,Marcus Webb
CUST-00391,Fatima Scott,Direct Auto,Tier 3 - Fair,666,23808.92,8.54,60,48,2022-06-01,2026-05-19,0,AL,Sarah Mitchell
CUST-00392,Patricia Hernandez,Business Banking,Standard Business,685,376270.31,10.7,60,14,2025-03-16,2026-05-23,1,PA,James Okafor
CUST-00393,Patricia Miller,Indirect Auto,Tier 5 - Deep Sub,598,8827.54,14.97,72,9,2025-08-22,2026-05-15,0,NC,Sarah Mitchell
CUST-00394,William Martinez,Indirect Auto,Tier 5 - Deep Sub,593,44289.96,14.82,72,42,2022-11-25,2026-05-22,0,IN,Marcus Webb
CUST-00395,Fatima Martinez,Indirect Auto,Tier 5 - Deep Sub,567,44812.95,14.63,60,58,2021-07-29,2026-05-14,1,SC,Sarah Mitchell
CUST-00396,Yuki Moore,Indirect Auto,Tier 1 - Super Prime,783,42862.85,5.51,72,70,2020-08-13,2026-05-22,1,KY,Linda Cho
CUST-00397,William Lopez,Business Banking,Standard Business,658,763277.48,11.02,84,25,2024-05-11,2026-05-15,0,MI,James Okafor
CUST-00398,Thomas Smith,Indirect Auto,Tier 1 - Super Prime,801,61817.45,5.98,72,41,2023-01-04,2026-05-06,0,MO,Anita Patel
CUST-00399,Chen Moore,Indirect Auto,Tier 1 - Super Prime,760,57929.72,5.8,72,53,2021-12-31,2026-05-08,0,NC,Linda Cho
CUST-00400,Karen Baker,Business Banking,Prime Business,740,517145.54,9.48,120,109,2017-06-09,2026-05-22,0,OH,Linda Cho
CUST-00401,Maria Wilson,Indirect Auto,Tier 4 - Sub Prime,619,22375.72,11.29,72,60,2021-06-07,2026-05-16,0,TX,Sarah Mitchell
CUST-00402,Patricia Wilson,Indirect Auto,Tier 4 - Sub Prime,645,63339.96,11.4,60,20,2024-09-24,2026-05-08,0,CA,James Okafor
CUST-00403,Jennifer Brown,Indirect Auto,Tier 2 - Prime,725,30214.58,6.39,72,50,2022-03-28,2026-05-30,0,NC,James Okafor
CUST-00404,Sarah Green,Indirect Auto,Tier 1 - Super Prime,790,15896.22,5.7,60,55,2021-11-23,2026-05-28,2,LA,James Okafor
CUST-00405,Priya Anderson,Indirect Auto,Tier 5 - Deep Sub,567,16950.79,14.64,36,16,2025-01-15,2026-05-01,0,CO,Linda Cho
CUST-00406,Barbara Patel,Indirect Auto,Tier 3 - Near Prime,679,33873.78,8.72,60,15,2025-03-06,2026-05-04,0,CO,James Okafor
CUST-00407,David Perez,Direct Auto,Tier 4 - Poor,557,15041.62,11.15,60,40,2023-01-22,2026-05-24,0,SC,Sarah Mitchell
CUST-00408,Linda Brown,Indirect Auto,Tier 2 - Prime,740,51247.82,6.37,48,13,2025-04-15,2026-05-12,0,VA,Marcus Webb
CUST-00409,Fatima Thomas,Indirect Auto,Tier 4 - Sub Prime,614,34270.57,10.9,60,38,2023-03-24,2026-05-20,0,CA,James Okafor
CUST-00410,Omar Thomas,Direct Auto,Tier 4 - Poor,618,20041.77,10.71,36,34,2023-07-29,2026-05-22,0,MD,Marcus Webb
CUST-00411,Robert Wilson,Direct Auto,Tier 2 - Good,715,48944.14,5.62,60,58,2021-07-27,2026-05-04,0,MA,Anita Patel
CUST-00412,Sarah Sharma,Direct Auto,Tier 2 - Good,737,32244.74,5.58,72,26,2024-03-23,2026-05-04,0,AL,Linda Cho
CUST-00413,Priya Davis,Business Banking,High Risk Business,628,1071936.05,13.38,84,76,2020-02-23,2026-05-21,0,NY,Sarah Mitchell
CUST-00414,Michael Williams,Indirect Auto,Tier 5 - Deep Sub,572,55111.6,14.33,48,14,2025-03-31,2026-05-28,0,MD,James Okafor
CUST-00415,James Hernandez,Business Banking,Standard Business,714,1266742.44,11.21,120,38,2023-04-10,2026-05-12,0,CO,James Okafor
CUST-00416,Mohammed Brown,Indirect Auto,Tier 1 - Super Prime,789,53061.2,5.57,36,26,2024-03-12,2026-05-03,0,OR,Sarah Mitchell
CUST-00417,Michael Moore,Direct Auto,Tier 1 - Excellent,820,7439.19,5.43,36,22,2024-08-03,2026-05-01,0,MO,James Okafor
CUST-00418,Ana Miller,Indirect Auto,Tier 4 - Sub Prime,648,36571.52,11.02,48,39,2023-03-13,2026-05-14,0,LA,Sarah Mitchell
CUST-00419,Raj Anderson,Direct Auto,Tier 1 - Excellent,784,47153.02,5.36,72,16,2025-01-31,2026-05-14,0,MO,Sarah Mitchell
CUST-00420,Priya Patel,Business Banking,Standard Business,670,1809845.69,10.62,120,47,2022-07-08,2026-05-07,0,MD,Sarah Mitchell
CUST-00421,David Chen,Indirect Auto,Tier 2 - Prime,742,50942.49,6.02,60,26,2024-03-28,2026-05-01,0,WI,Linda Cho
CUST-00422,Karen Wilson,Indirect Auto,Tier 2 - Prime,704,5394.13,6.1,48,16,2025-02-05,2026-05-07,0,NY,Linda Cho
CUST-00423,Lisa Garcia,Business Banking,Standard Business,671,354408.86,10.58,84,52,2022-02-14,2026-05-24,0,MD,James Okafor
CUST-00424,Michael Singh,Indirect Auto,Tier 5 - Deep Sub,589,48414.83,14.62,72,25,2024-04-13,2026-05-09,0,TX,Sarah Mitchell
CUST-00425,Barbara Moore,Business Banking,High Risk Business,600,1571237.72,12.84,84,50,2022-04-09,2026-05-18,1,AL,Sarah Mitchell
CUST-00426,Thomas Wilson,Indirect Auto,Tier 2 - Prime,745,8247.68,6.34,36,23,2024-07-06,2026-05-21,0,TX,James Okafor
CUST-00427,William Ali,Business Banking,Prime Business,772,1210507.77,9.83,120,17,2024-12-28,2026-05-06,0,FL,James Okafor
CUST-00428,Yuki Thomas,Indirect Auto,Tier 1 - Super Prime,754,20753.48,5.66,72,67,2020-11-06,2026-05-27,0,TN,James Okafor
CUST-00429,Patricia Davis,Indirect Auto,Tier 1 - Super Prime,818,19774.75,5.41,36,20,2024-09-28,2026-05-10,1,MN,James Okafor
CUST-00430,Aisha Carter,Business Banking,Standard Business,673,729200.32,10.8,84,50,2022-04-22,2026-05-07,0,WI,Marcus Webb
CUST-00431,Patricia Davis,Business Banking,High Risk Business,591,1852215.75,12.99,60,18,2024-12-03,2026-05-07,0,AL,Linda Cho
CUST-00432,Yuki Johnson,Indirect Auto,Tier 4 - Sub Prime,625,57125.14,11.23,60,3,2026-02-05,2026-05-28,0,NJ,Marcus Webb
CUST-00433,Maria Green,Indirect Auto,Tier 3 - Near Prime,654,37785.45,8.63,60,38,2023-03-25,2026-05-27,0,MD,Sarah Mitchell
CUST-00434,James Jones,Indirect Auto,Tier 3 - Near Prime,680,15219.18,8.4,60,15,2025-02-16,2026-05-23,0,WA,Anita Patel
CUST-00435,Priya Roberts,Direct Auto,Tier 4 - Poor,605,6144.7,10.51,72,32,2023-09-28,2026-05-09,0,OK,Sarah Mitchell
CUST-00436,Omar Adams,Indirect Auto,Tier 4 - Sub Prime,645,16932.51,11.46,72,5,2025-12-03,2026-05-15,0,AL,Marcus Webb
CUST-00437,Charles Green,Indirect Auto,Tier 2 - Prime,727,46058.68,6.51,60,43,2022-11-02,2026-05-23,0,CT,Linda Cho
CUST-00438,Thomas Baker,Direct Auto,Tier 3 - Fair,665,14102.49,8.67,72,20,2024-09-26,2026-05-15,2,GA,Sarah Mitchell
CUST-00439,Joseph Martinez,Indirect Auto,Tier 1 - Super Prime,768,63232.23,5.58,60,31,2023-11-07,2026-05-11,0,MI,Sarah Mitchell
CUST-00440,Barbara Taylor,Indirect Auto,Tier 1 - Super Prime,770,64741.15,5.29,48,44,2022-09-20,2026-05-26,0,NJ,Marcus Webb
CUST-00441,Karen Wilson,Indirect Auto,Tier 2 - Prime,713,57807.91,6.51,72,55,2021-10-31,2026-05-02,0,LA,Marcus Webb
CUST-00442,Maria Lopez,Indirect Auto,Tier 4 - Sub Prime,617,16084.79,11.06,60,41,2023-01-10,2026-05-12,0,FL,James Okafor
CUST-00443,Richard Thomas,Indirect Auto,Tier 1 - Super Prime,807,55768.29,5.85,72,50,2022-04-10,2026-05-16,0,GA,Linda Cho
CUST-00444,Robert Taylor,Business Banking,Prime Business,775,1939189.41,9.83,84,58,2021-08-04,2026-05-25,0,IA,James Okafor
CUST-00445,Chen Sharma,Business Banking,Prime Business,756,683546.47,9.68,84,37,2023-04-23,2026-05-30,0,WA,Sarah Mitchell
CUST-00446,David Green,Indirect Auto,Tier 1 - Super Prime,816,11558.98,5.33,72,8,2025-09-26,2026-05-15,0,IN,Linda Cho
CUST-00447,Linda Wilson,Indirect Auto,Tier 3 - Near Prime,699,31373.23,8.37,60,52,2022-02-07,2026-05-26,0,MA,James Okafor
CUST-00448,Joseph Mitchell,Indirect Auto,Tier 1 - Super Prime,806,11790.3,5.68,48,28,2024-01-28,2026-05-31,0,FL,Anita Patel
CUST-00449,Luca Green,Direct Auto,Tier 4 - Poor,633,48102.48,11.15,36,8,2025-09-19,2026-05-11,0,AL,Sarah Mitchell
CUST-00450,Jennifer Anderson,Indirect Auto,Tier 2 - Prime,743,38020.75,6.06,36,13,2025-04-18,2026-05-04,0,OK,Marcus Webb
CUST-00451,Barbara Martinez,Indirect Auto,Tier 5 - Deep Sub,576,30174.9,14.41,60,49,2022-05-08,2026-05-22,0,OH,Linda Cho
CUST-00452,Yuki Mitchell,Direct Auto,Tier 4 - Poor,556,32518.56,10.78,72,3,2026-02-15,2026-05-24,0,AZ,James Okafor
CUST-00453,Susan Wilson,Indirect Auto,Tier 5 - Deep Sub,553,19682.79,14.52,60,42,2022-11-22,2026-05-05,0,TX,Anita Patel
CUST-00454,Susan Anderson,Indirect Auto,Tier 4 - Sub Prime,624,56229.76,10.8,60,24,2024-06-09,2026-05-28,0,MN,Anita Patel
CUST-00455,Chen Jones,Indirect Auto,Tier 1 - Super Prime,783,49960.09,5.92,60,5,2025-12-23,2026-05-21,0,LA,James Okafor
CUST-00456,Jessica Brown,Indirect Auto,Tier 3 - Near Prime,699,33249.01,8.74,36,20,2024-09-25,2026-05-15,0,NY,Sarah Mitchell
CUST-00457,Aisha Martinez,Indirect Auto,Tier 1 - Super Prime,797,48444.45,5.53,60,30,2023-12-03,2026-05-23,0,WI,Sarah Mitchell
CUST-00458,Christopher Thomas,Business Banking,Standard Business,713,1471910.25,10.64,84,69,2020-09-01,2026-05-12,0,CA,Linda Cho
CUST-00459,Aisha Hernandez,Indirect Auto,Tier 1 - Super Prime,788,42527.64,5.39,36,16,2025-01-23,2026-05-18,0,CA,Marcus Webb
CUST-00460,Raj Ali,Direct Auto,Tier 3 - Fair,680,52411.73,8.36,60,22,2024-07-30,2026-05-07,0,WA,Sarah Mitchell
CUST-00461,William Perez,Indirect Auto,Tier 4 - Sub Prime,639,16640.93,11.13,60,46,2022-08-05,2026-05-06,0,IL,James Okafor
CUST-00462,Priya Johnson,Direct Auto,Tier 1 - Excellent,786,52039.34,4.86,72,10,2025-07-26,2026-05-13,0,OH,Sarah Mitchell
CUST-00463,Richard Green,Direct Auto,Tier 2 - Good,731,8972.78,5.61,48,20,2024-09-28,2026-05-19,0,PA,Sarah Mitchell
CUST-00464,Sarah Scott,Indirect Auto,Tier 2 - Prime,707,47315.97,6.72,60,48,2022-06-08,2026-05-29,0,MA,Anita Patel
CUST-00465,Fatima Johnson,Indirect Auto,Tier 1 - Super Prime,818,23139.1,5.4,36,26,2024-03-18,2026-05-25,1,KY,James Okafor
CUST-00466,Michael Martinez,Indirect Auto,Tier 4 - Sub Prime,647,25406.95,11.26,72,70,2020-08-20,2026-05-27,0,OH,Linda Cho
CUST-00467,Patricia Ali,Business Banking,Standard Business,679,1441670.91,11.25,120,20,2024-09-09,2026-05-30,0,MA,Linda Cho
CUST-00468,Priya Thomas,Indirect Auto,Tier 1 - Super Prime,816,50970.81,5.56,60,4,2026-01-22,2026-05-11,1,OH,Anita Patel
CUST-00469,Sofia Miller,Direct Auto,Tier 2 - Good,713,51367.23,6.13,36,20,2024-09-30,2026-05-28,0,OH,Sarah Mitchell
CUST-00470,Raj Carter,Direct Auto,Tier 2 - Good,713,21263.13,6.06,60,39,2023-03-16,2026-05-22,0,TX,Marcus Webb
CUST-00471,Fatima Lopez,Indirect Auto,Tier 1 - Super Prime,791,59197.54,5.7,36,9,2025-09-01,2026-05-18,0,MI,Anita Patel
CUST-00472,Michael Mitchell,Indirect Auto,Tier 5 - Deep Sub,590,63420.91,14.92,72,19,2024-10-13,2026-05-02,0,MI,James Okafor
CUST-00473,Raj Sharma,Business Banking,High Risk Business,639,1897524.13,13.31,60,45,2022-09-08,2026-05-19,0,MA,James Okafor
CUST-00474,William Miller,Indirect Auto,Tier 5 - Deep Sub,583,33520.06,14.64,60,33,2023-09-09,2026-05-22,0,WA,Linda Cho
CUST-00475,Richard Perez,Direct Auto,Tier 4 - Poor,586,52545.86,10.8,72,54,2021-12-16,2026-05-12,0,WA,Linda Cho
CUST-00476,Susan Jones,Direct Auto,Tier 3 - Fair,656,53834.94,8.31,72,58,2021-08-15,2026-05-14,0,AL,Sarah Mitchell
CUST-00477,Wei Jones,Business Banking,High Risk Business,609,1204718.11,13.08,84,47,2022-06-25,2026-05-17,0,WI,Linda Cho
CUST-00478,James Wilson,Business Banking,Standard Business,663,1013875.54,11.18,120,13,2025-04-10,2026-05-27,1,MN,Marcus Webb
CUST-00479,Lisa Singh,Business Banking,Standard Business,716,618431.34,10.91,120,79,2019-11-28,2026-05-10,1,IA,James Okafor
CUST-00480,Linda Smith,Direct Auto,Tier 4 - Poor,595,39963.62,10.6,72,19,2024-11-06,2026-05-20,1,SC,Sarah Mitchell
CUST-00481,Chen Adams,Direct Auto,Tier 4 - Poor,606,56674.87,10.92,36,18,2024-11-19,2026-05-19,0,WA,James Okafor
CUST-00482,Jennifer Chen,Indirect Auto,Tier 4 - Sub Prime,638,33492.28,11.2,48,38,2023-03-19,2026-05-20,0,OK,Marcus Webb
CUST-00483,William Garcia,Indirect Auto,Tier 5 - Deep Sub,555,9304.76,14.45,36,12,2025-05-21,2026-05-10,0,IL,James Okafor
CUST-00484,Chen Lopez,Business Banking,Prime Business,781,1406011.51,9.66,84,29,2023-12-30,2026-05-14,0,GA,Marcus Webb
CUST-00485,Mohammed Williams,Business Banking,Prime Business,734,64488.48,9.47,84,36,2023-06-08,2026-05-18,1,TX,Sarah Mitchell
CUST-00486,Luca Kim,Business Banking,Prime Business,760,768728.27,9.28,120,67,2020-11-26,2026-05-27,0,MA,Sarah Mitchell
CUST-00487,Robert Singh,Indirect Auto,Tier 1 - Super Prime,817,58394.93,5.64,36,18,2024-11-14,2026-05-10,2,WI,Linda Cho
CUST-00488,Richard Williams,Direct Auto,Tier 4 - Poor,555,33132.13,10.92,72,45,2022-08-20,2026-05-06,0,SC,Sarah Mitchell
CUST-00489,Maria Chen,Direct Auto,Tier 3 - Fair,683,8685.07,8.31,72,24,2024-05-20,2026-05-22,0,TN,Linda Cho
CUST-00490,James Davis,Indirect Auto,Tier 1 - Super Prime,808,9611.74,5.89,60,19,2024-10-30,2026-05-23,1,WI,Marcus Webb
CUST-00491,Luca Williams,Indirect Auto,Tier 1 - Super Prime,778,27186.01,5.4,48,19,2024-10-31,2026-05-16,0,NJ,Linda Cho
CUST-00492,Jessica Lopez,Indirect Auto,Tier 4 - Sub Prime,628,55256.85,11.31,72,52,2022-02-07,2026-05-08,0,TX,Anita Patel
CUST-00493,Thomas Green,Indirect Auto,Tier 5 - Deep Sub,576,15056.02,14.76,72,63,2021-03-05,2026-05-01,0,MN,James Okafor
CUST-00494,Priya Williams,Business Banking,High Risk Business,647,333042.17,13.28,84,7,2025-10-08,2026-05-17,0,NY,Sarah Mitchell
CUST-00495,Wei Mitchell,Direct Auto,Tier 1 - Excellent,771,41629.13,5.29,60,24,2024-05-16,2026-05-28,0,LA,Marcus Webb
CUST-00496,James Baker,Indirect Auto,Tier 1 - Super Prime,816,25244.4,5.58,48,23,2024-06-19,2026-05-31,0,NY,Sarah Mitchell
CUST-00497,Jessica Davis,Indirect Auto,Tier 1 - Super Prime,778,26090.99,5.85,60,19,2024-11-07,2026-05-12,0,SC,Linda Cho
CUST-00498,Robert Mitchell,Indirect Auto,Tier 4 - Sub Prime,616,27557.51,10.97,48,10,2025-07-27,2026-05-22,0,IA,Anita Patel
CUST-00499,Chen Green,Business Banking,Prime Business,757,1811613.41,9.88,84,38,2023-04-15,2026-05-23,0,NJ,Linda Cho
CUST-00500,Omar Miller,Direct Auto,Tier 3 - Fair,685,15675.77,8.01,36,34,2023-08-09,2026-05-12,0,IL,Sarah Mitchell
